_id,cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
60c37f4f9c4731f12195c892,13,1116 23RD ST,3,3B,747,SAFEKEEPING - I RPT,7000,38.57396483,-121.4769139
60c37f4f9c4731f12195c893,13,FRANKLIN BLVD / SUTTERVILLE RD,4,4B,937,14601.1(A) VC LIC SUSP OTHER,5499,38.54106323,-121.47576
60c37f4f9c4731f12195c894,12,1101 L ST,3,3M,744,475(C) PASS FORGED NOTE,2506,38.57763638,-121.492387
60c37f4f9c4731f12195c895,13,7500 HOSPITAL DR,5,5C,1639,CASUALTY REPORT,7000,38.46337225,-121.4161718
60c37f4f9c4731f12195c896,13,5401 FREEPORT BLVD,4,4B,976,459 PC  BURGLARY VEHICLE,2299,38.52607558,-121.4960849
60c37f4f9c4731f12195c897,13,3743 2ND AVE,6,6A,1014,273.6(A) PC VIO DV COURT ORDER,5007,38.55200185,-121.4641052
60c37f4f9c4731f12195c898,13,6879 14TH AVE,6,6C,1121,HARASSMENT - I RPT,7000,38.54146972,-121.4254625
60c37f4f9c4731f12195c899,14,2750 SUTTERVILLE RD,4,4B,958,459 PC  BURGLARY VEHICLE,2299,38.53881527,-121.479014
60c37f4f9c4731f12195c89a,14,431 RIVERGATE WAY,4,4C,1266,459 PC  BURGLARY RESIDENCE,2204,38.49626332,-121.5458973
60c37f4f9c4731f12195c89b,13,Q ST / 25TH ST,3,3B,768,TRAFFIC-ACCIDENT INJURY,5400,38.56717253,-121.4765615
60c37f4f9c4731f12195c89c,14,5789 PALMERA LN,1,1A,103,484 PETTY THEFT/LICENSE PLATE,2399,38.68031847,-121.5189411
60c37f4f9c4731f12195c89d,14,37TH AVE / 79TH ST,6,6C,1405,496(A) RECEIVE STOLEN PROPERTY,2803,38.51969967,-121.4117755
60c37f4f9c4731f12195c89e,14,MARYSVILLE BLVD / GRAND AVE,2,2A,506,TOWED/STORED VEH-14602.6,7000,38.63647881,-121.4297591
60c37f4f9c4731f12195c89f,14,1924 SILICA AVE,2,2C,606,10851 VC AUTO THEFT LOCATE,2404,38.60846273,-121.422165
60c37f4f9c4731f12195c8a0,14,K ST / 7TH ST,3,3M,742,148(A)(1)PC RESIST PEACE OFFCR,4801,38.58026647,-121.4979339
60c37f4f9c4731f12195c8a1,14,1814 19TH ST,3,3A,776,484 PC PETTY THEFT,2399,38.56796664,-121.4852542
60c37f4f9c4731f12195c8a2,14,1125 ALHAMBRA BLVD,3,3C,841,CASUALTY REPORT,7000,38.570664,-121.465448
60c37f4f9c4731f12195c8a3,14,1896 ARDEN WAY,2,2C,628,484 PETTY THEFT-SHOPLIFT,2303,38.59664183,-121.423349
60c37f4f9c4731f12195c8a4,14,3550 MARYSVILLE BLVD,2,2B,526,FOUND PROPERTY - I RPT,7000,38.63228581,-121.4303283
60c37f4f9c4731f12195c8a5,14,2500 NEW MARKET DR,1,1A,110,CASUALTY REPORT,7000,38.66611003,-121.5327875
60c37f4f9c4731f12195c8a6,15,2000 BROADWAY,4,4A,907,602.1(A)TRES OBST BUSIN OPERAT,5707,38.55982551,-121.4866209
60c37f4f9c4731f12195c8a7,14,4445 52ND ST,6,6B,1064,10851(A)VC TAKE VEH W/O OWNER,2404,38.53331244,-121.44535
60c37f4f9c4731f12195c8a8,14,3950 RESEARCH DR,2,2A,510,5150 WI DANGER SELF/OTHERS,7000,38.63980996,-121.4578571
60c37f4f9c4731f12195c8a9,15,2200 IRVIN WAY,4,4B,976,459 PC  BURGLARY VEHICLE,2299,38.52815739,-121.4905296
60c37f4f9c4731f12195c8aa,15,MEADOWVIEW RD / AMHERST ST,5,5A,1391,11360(A)HS SALE/TRANSP MARIJ,3560,38.48131474,-121.5013123
60c37f4f9c4731f12195c8ab,15,950 FRIENZA AVE,2,2B,564,459 PC  BURGLARY RESIDENCE,2204,38.61278526,-121.4447038
60c37f4f9c4731f12195c8ac,15,4321 69TH ST,6,6C,1131,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.53564837,-121.4232684
60c37f4f9c4731f12195c8ad,15,416 SANTA ANA AVE,2,2A,213,MISSING PERSON,7000,38.65829164,-121.4558359
60c37f4f9c4731f12195c8ae,15,E ST / 30TH ST,3,3C,811,TRAFFIC-ACCIDENT-NON INJURY,5400,38.57858559,-121.4641608
60c37f4f9c4731f12195c8af,15,3100 MEADOWVIEW RD,5,5A,1505,MISSING PERSON,7000,38.48005429,-121.4722254
60c37f4f9c4731f12195c8b0,15,416 SANTA ANA AVE,2,2A,213,MISSING PERSON,7000,38.65829164,-121.4558359
60c37f4f9c4731f12195c8b1,15,6244 LEMON HILL AVE,6,6B,1421,MISSING PERSON,7000,38.51496871,-121.4316103
60c37f4f9c4731f12195c8b2,15,1501 STRADER AVE,2,2B,546,484 PC   PETTY THEFT/INSIDE,2308,38.62488515,-121.4330582
60c37f4f9c4731f12195c8b3,15,416 SANTA ANA AVE,2,2A,213,MISSING PERSON,7000,38.65829164,-121.4558359
60c37f4f9c4731f12195c8b4,15,K ST / 30TH ST,3,3C,841,POSSIBLE STOLEN PROPERTY-I RPT,7000,38.57203045,-121.4670118
60c37f4f9c4731f12195c8b5,15,11TH ST / T ST,3,3A,774,TRAFFIC-ACCIDENT INJURY,5400,38.5689405,-121.4969049
60c37f4f9c4731f12195c8b6,15,1689 ARDEN WAY,2,2C,619,484J PC PUBLISH CARD INFO,2605,38.60154457,-121.42747
60c37f4f9c4731f12195c8b7,15,DIXIEANNE AVE / CANTALIER ST,2,2C,603,647(B) PC   PROSTITUTION,4004,38.60931329,-121.4519681
60c37f4f9c4731f12195c8b8,15,2201 NORTHVIEW DR,1,1C,447,484 PC   PETTY THEFT/INSIDE,2308,38.60873292,-121.4809634
60c37f4f9c4731f12195c8b9,16,5444 DRY CREEK RD,2,2A,205,459 PC  BURGLARY VEHICLE,2299,38.6677344,-121.437323
60c37f4f9c4731f12195c8ba,15,FRUITRIDGE RD / GILGUNN WAY,4,4C,964,TRAFFIC-ACCIDENT INJURY,5400,38.52461457,-121.5043061
60c37f4f9c4731f12195c8bb,16,3510 MARTIN LUTHER KING JR BLVD,6,6A,1041,484 PETTY THEFT/LICENSE PLATE,2399,38.54276486,-121.4653703
60c37f4f9c4731f12195c8bc,16,6975 CASA DEL ESTE WAY,6,6C,1443,SUSP PERS-NO CRIME - I RPT,7000,38.50844502,-121.4228765
60c37f4f9c4731f12195c8bd,16,5351 47TH AVE,6,6B,1421,484 PETTY THEFT/LICENSE PLATE,2399,38.51178862,-121.4434098
60c37f4f9c4731f12195c8be,16,419 VISTA NUEVO AVE,2,2B,532,484 PETTY THEFT/LICENSE PLATE,2399,38.62782124,-121.4561105
60c37f4f9c4731f12195c8bf,15,GRAND AVE / LINDSAY AVE,2,2A,512,TOWED/STORED VEHICLE,7000,38.63648582,-121.4540173
60c37f4f9c4731f12195c8c0,16,HOWE AVE / AMERICAN RIVER DR,3,3C,877,NON INJ HR/MAIL OUT REPORT,7000,38.5695415,-121.409084
60c37f4f9c4731f12195c8c1,16,SHINING STAR DR / LA FRESA CT,5,5B,1602,11379(A)HS SALE/TRAN CNTRL SUB,3599,38.48728104,-121.4561046
60c37f4f9c4731f12195c8c2,17,7465 RUSH RIVER DR,4,4C,1285,459 PC  BURGLARY BUSINESS,2203,38.48541682,-121.5355101
60c37f4f9c4731f12195c8c3,16,2502 RIVERSIDE BLVD,4,4A,904,508 PC   EMBEZZLEMENT/EMPLOYEE,2799,38.56211513,-121.4990409
60c37f4f9c4731f12195c8c4,16,2506 35TH ST,6,6A,1013,12021(A)(1)PC FELON POSS FRARM,5212,38.55450173,-121.4673106
60c37f4f9c4731f12195c8c5,16,STACIA WAY / SHIELAH WAY,4,4B,966,TOWED/STORED VEH-14602.6,7000,38.53118274,-121.4947589
60c37f4f9c4731f12195c8c6,16,3301 FONG RANCH RD,1,1B,404,GANG ACTIVITY - I RPT,7000,38.63020663,-121.4959999
60c37f4f9c4731f12195c8c7,16,3641 TRUXEL RD,1,1A,337,148.1(A)PC FALSE REPT OF BOMB,4803,38.63431541,-121.5057628
60c37f4f9c4731f12195c8c8,16,100 CADILLAC DR,3,3C,878,10851(A)VC TAKE VEH W/O OWNER,2404,38.57227839,-121.4192296
60c37f4f9c4731f12195c8c9,16,ALHAMBRA BLVD / K ST,3,3C,841,TRAFFIC-ACCIDENT INJURY,5400,38.57167833,-121.4656818
60c37f4f9c4731f12195c8ca,16,2270 FAIR OAKS BLVD,3,3C,877,484 PETTY THEFT CLOUT UNLOCKED,2305,38.57400282,-121.4116111
60c37f4f9c4731f12195c8cb,16,3710 FRANKLIN BLVD,4,4B,958,484 PETTY THEFT-SHOPLIFT,2303,38.54049185,-121.4763166
60c37f4f9c4731f12195c8cc,16,545 K ST,3,3M,742,459 PC  BURGLARY VEHICLE,2299,38.58052209,-121.4986248
60c37f4f9c4731f12195c8cd,17,6244 GLORIA DR,4,4C,1255,10851(A)VC TAKE VEH W/O OWNER,2404,38.51416166,-121.5188199
60c37f4f9c4731f12195c8ce,17,JUDAH ST / ELDRIDGE AVE,2,2B,556,20002(A) HIT/RUN,5401,38.62295305,-121.4276866
60c37f4f9c4731f12195c8cf,17,2920 DEL PASO BLVD,2,2B,564,484 PETTY THEFT/LICENSE PLATE,2399,38.61894976,-121.436147
60c37f4f9c4731f12195c8d0,17,4800 WESTLAKE PKWY,1,1A,130,459 PC  BURGLARY VEHICLE,2299,38.65798545,-121.541883
60c37f4f9c4731f12195c8d1,17,J ST / 11TH ST,3,3M,734,9.04.050 A DRINKING IN PUBLIC,7399,38.57995276,-121.4921151
60c37f4f9c4731f12195c8d2,17,2901 K ST,3,3B,748,459 PC  BURGLARY BUSINESS,2203,38.57275737,-121.4674436
60c37f4f9c4731f12195c8d3,17,2813 AZEVEDO DR,1,1B,422,459 PC  BURGLARY RESIDENCE,2204,38.61656909,-121.5072018
60c37f4f9c4731f12195c8d4,17,CENTER PKWY / JACINTO AVE,5,5C,1654,484 PC  PETTY THEFT/ OUTSIDE,2309,38.44520109,-121.4257964
60c37f4f9c4731f12195c8d5,17,2936 CONNIE DR,2,2C,567,11350(A)HS POSS CNTRL SUBST,3532,38.61953342,-121.4203217
60c37f4f9c4731f12195c8d6,17,FREEPORT BLVD / POCKET RD,5,5A,1391,TRAFFIC-ACCIDENT INJURY,5400,38.48126775,-121.505075
60c37f4f9c4731f12195c8d7,18,1921 OAK BLUFF WAY,1,1B,423,CHILD WELFARE - I RPT,7000,38.62034607,-121.5049355
60c37f4f9c4731f12195c8d8,18,HWY 99 SB / 12TH AVE,4,4B,937,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.54115653,-121.4739308
60c37f4f9c4731f12195c8d9,17,801 LAMPASAS AVE,2,2B,563,MISCELLANEOUS I RPT (ZMISC),7000,38.61496628,-121.4483057
60c37f4f9c4731f12195c8da,17,3661 TRUXEL RD,1,1A,337,MISCELLANEOUS I RPT (ZMISC),7000,38.63589608,-121.5055312
60c37f4f9c4731f12195c8db,18,6854 BUENA TERRA WAY,4,4C,1279,MISSING PERSON,7000,38.5012492,-121.5074769
60c37f4f9c4731f12195c8dc,19,LYTLE ST / 71ST AVE,5,5A,1502,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.4773796,-121.4961978
60c37f4f9c4731f12195c8dd,18,6460 VALLEY HI DR,5,5C,1635,417(A)2) PC BRANDISH FIREARM,5212,38.46639439,-121.4269149
60c37f4f9c4731f12195c8de,18,4TH AVE / SANTA CRUZ WAY,6,6A,1015,TOWED/STORED VEH-14602.6,7000,38.54828207,-121.4601784
60c37f4f9c4731f12195c8df,18,2876 WIESE WAY,1,1C,426,LOST PROPERTY - I RPT,7000,38.61896279,-121.4855545
60c37f4f9c4731f12195c8e0,17,WATT AVE / US 50 EB,3,3C,1106,TRAFFIC-ACCIDENT INJURY,5400,38.55863257,-121.3793225
60c37f4f9c4731f12195c8e1,18,1396 GARDEN HWY,1,1B,440,459 PC  BURGLARY VEHICLE,2299,38.60504898,-121.5213875
60c37f4f9c4731f12195c8e2,18,4008 36TH ST,6,6A,1051,484 PC  PETTY THEFT/ OUTSIDE,2309,38.53826519,-121.4679562
60c37f4f9c4731f12195c8e3,17,651 I ST,3,3M,732,GANG ACTIVITY - I RPT,7000,38.58314743,-121.4974099
60c37f4f9c4731f12195c8e4,19,J ST / 20TH ST,3,3B,736,TRAFFIC-ACCIDENT-NON INJURY,5400,38.57669401,-121.4798987
60c37f4f9c4731f12195c8e5,19,BELLEVIEW AVE / FRUITRIDGE RD,6,6C,1152,TRAFFIC-ACCIDENT-NON INJURY,5400,38.52507079,-121.4199387
60c37f4f9c4731f12195c8e6,19,2451 MEADOWVIEW RD,5,5A,1396,10851(A)VC TAKE VEH W/O OWNER,2404,38.48151866,-121.4778424
60c37f4f9c4731f12195c8e7,19,FREEPORT BLVD / FRUITRIDGE RD,4,4B,976,TRAFFIC-ACCIDENT INJURY,5400,38.52472122,-121.497206
60c37f4f9c4731f12195c8e8,19,2750 STONECREEK DR,1,1B,435,10851(A)VC TAKE VEH W/O OWNER,2404,38.61571266,-121.4938974
60c37f4f9c4731f12195c8e9,19,7974 POCKET RD,4,4C,1295,422 PC THREAT/INTENT TO TERROR,1602,38.47514785,-121.532985
60c37f4f9c4731f12195c8ea,19,26TH ST / CAPITOL AVE,3,3B,748,459 PC  BURGLARY VEHICLE,2299,38.57122734,-121.4733278
60c37f4f9c4731f12195c8eb,20,8101 COSUMNES RIVER BLVD,5,5C,1639,484 PC   PETTY THEFT/INSIDE,2308,38.45718227,-121.4133413
60c37f4f9c4731f12195c8ec,20,34TH ST / BROADWAY,6,6A,1013,487(C) PC  GRAND THEFT-PERSON,2301,38.5527076,-121.469478
60c37f4f9c4731f12195c8ed,20,1630 HALO WAY,1,1A,106,FRAUD OR BUNCO - I RPT,7000,38.68319931,-121.4982944
60c37f4f9c4731f12195c8ee,20,1896 ARDEN WAY,2,2C,628,484 PETTY THEFT-SHOPLIFT,2303,38.59664183,-121.423349
60c37f4f9c4731f12195c8ef,20,2ND ST / K ST,3,3M,741,9.04.050 A DRINKING IN PUBLIC,7399,38.58203886,-121.5046032
60c37f4f9c4731f12195c8f0,21,401 I ST,3,3M,712,148(A)(1)PC RESIST PEACE OFFCR,4801,38.58370044,-121.5008344
60c37f4f9c4731f12195c8f1,21,3131 SPARROW DR,1,1A,344,10851(A)VC TAKE VEH W/O OWNER,2404,38.6308718,-121.530806
60c37f4f9c4731f12195c8f2,20,729 L ST,3,3M,742,653M(A) PC OBSCENE/THREAT CALL,5309,38.57912112,-121.4972354
60c37f4f9c4731f12195c8f3,21,5235 MACK RD,5,5B,1604,246 PC SHOOT OCCUP DWELL/VEH,5213,38.47471535,-121.4393847
60c37f4f9c4731f12195c8f4,21,535 LAMPASAS AVE,2,2B,552,594(B)(2)(A) VANDALISM/ -$400,2999,38.61499077,-121.4534714
60c37f4f9c4731f12195c8f5,20,2136 FLORIN RD,5,5A,1364,BATTERY - I RPT,7000,38.49536955,-121.4896069
60c37f4f9c4731f12195c8f6,20,3100 MEADOWVIEW RD,5,5A,1505,487(A) PC GRAND THEFT,2303,38.48005429,-121.4722254
60c37f4f9c4731f12195c8f7,20,6145 CALVINE RD,5,5C,1653,10851 VC AUTO THEFT LOCATE,2404,38.45156394,-121.4320063
60c37f4f9c4731f12195c8f8,22,90 MARILYN CIR,2,2A,222,10851(A)VC TAKE VEH W/O OWNER,2404,38.65172566,-121.4645843
60c37f4f9c4731f12195c8f9,22,2223 ROYALE RD,2,2C,616,10851(A)VC TAKE VEH W/O OWNER,2404,38.60570671,-121.4289938
60c37f4f9c4731f12195c8fa,21,32ND ST / 3RD AVE 4TH AVE ALY,6,6A,1011,3056 PAROLE VIO - I RPT,7000,38.55218939,-121.47265
60c37f4f9c4731f12195c8fb,22,7890 CENTER PKWY,5,5B,1622,459 PC  BURGLARY VEHICLE,2299,38.4711106,-121.4355743
60c37f4f9c4731f12195c8fc,22,6 SAGINAW CIR,1,1C,414,10851(A)VC TAKE VEH W/O OWNER,2404,38.62484479,-121.497487
60c37f4f9c4731f12195c8fd,21,1415 30TH ST,3,3C,851,HARASSMENT - I RPT,7000,38.56820709,-121.4679847
60c37f4f9c4731f12195c8fe,22,13TH ST / F ST,3,3A,725,ROBBERY - I RPT,7000,38.58354799,-121.4873108
60c37f4f9c4731f12195c8ff,21,4332 76TH ST,6,6C,1132,484 PETTY THEFT/LICENSE PLATE,2399,38.53533971,-121.4164746
60c37f4f9c4731f12195c900,21,805 15TH ST,3,3A,735,25661 BP FALSE EVIDENCE OF AGE,4199,38.58033768,-121.4853853
60c37f4f9c4731f12195c901,21,2705 57TH AVE,4,4B,1356,290(G)(1) FAIL TO REG SEX OFFE,3699,38.49958712,-121.476662
60c37f4f9c4731f12195c902,21,ALPINE FROST DR / COVEY CREEK WAY,5,5C,1637,20002(A) HIT/RUN,5401,38.46009782,-121.4197397
60c37f4f9c4731f12195c903,21,1500 Q ST,3,3A,765,242 PC  BATTERY CIVILIAN,1313,38.5703567,-121.4898435
60c37f4f9c4731f12195c904,22,RICHARDS BLVD / BERCUT DR,3,3A,701,211 PC  ROBBERY UNSPECIFIED,1299,38.59723293,-121.5022303
60c37f4f9c4731f12195c905,22,7767 LA RIVIERA DR,3,3C,888,459 PC  BURGLARY VEHICLE,2299,38.55575132,-121.411779
60c37f4f9c4731f12195c906,22,1417 R ST,3,3A,765,WARRANT SERVED - I RPT,7000,38.56987859,-121.4910186
60c37f4f9c4731f12195c907,22,2800 POWER INN RD,3,3C,1101,459 PC  BURGLARY BUSINESS,2203,38.54812095,-121.4097474
60c37f4f9c4731f12195c908,22,6 SOUTHBURY WAY,1,1A,113,594(B)(2)(A) VANDALISM/ -$400,2999,38.67087264,-121.5229629
60c37f4f9c4731f12195c909,22,2561 19TH AVE,4,4B,958,12022.1 PC COMMIT FEL ON BAIL,5212,38.53549266,-121.4802304
60c37f4f9c4731f12195c90a,22,2561 19TH AVE,4,4B,958,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.53549266,-121.4802304
60c37f4f9c4731f12195c90b,22,715 L ST,3,3M,742,CASUALTY REPORT,7000,38.57905171,-121.4976906
60c37f4f9c4731f12195c90c,22,3637 22ND AVE,6,6A,1071,459 PC  BURGLARY RESIDENCE,2204,38.53296283,-121.4673699
60c37f4f9c4731f12195c90d,22,2506 35TH ST,6,6A,1013,TERRORIST THREATS - I RPT,7000,38.55450173,-121.4673106
60c37f4f9c4731f12195c90e,22,3561 TRUXEL RD,1,1A,337,JUVENILE DISURBANCE - I RPT,7000,38.63449242,-121.5028488
60c37f4f9c4731f12195c90f,22,1510 PEBBLEWOOD DR,1,1C,425,10851(A)VC TAKE VEH W/O OWNER,2404,38.62130658,-121.4958913
60c37f4f9c4731f12195c910,22,456 FLORIN RD,4,4C,1259,594(B)(2)(A) VANDALISM/ -$400,2999,38.50583253,-121.5395568
60c37f4f9c4731f12195c911,22,4201 BREUNER AVE,3,3C,871,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.5820092,-121.443663
60c37f4f9c4731f12195c912,22,STOCKTON BLVD / MACK RD,5,5C,1607,TOWED/STORED VEH-14602.6,7000,38.47433721,-121.4189709
60c37f4f9c4731f12195c913,22,7401 SHELDON RD,5,5C,1654,11357(C)HS POSS +28.5GR MARIJ,3562,38.43856722,-121.4170901
60c37f4f9c4731f12195c914,22,1523 LOS ROBLES BLVD,2,2B,525,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.63018236,-121.4331176
60c37f4f9c4731f12195c915,22,3224 NORTHSTEAD DR,1,1C,418,CASUALTY REPORT,7000,38.62616159,-121.4797863
60c37f4f9c4731f12195c916,22,6225 HERMOSA ST,4,4B,1326,10851 VC AUTO THEFT LOCATE,2404,38.5126813,-121.4800469
60c37f4f9c4731f12195c917,22,1949 ARDEN WAY,2,2C,620,487(A) GRAND THEFT-CLOUT-UNLOC,2305,38.59683958,-121.4206076
60c37f4f9c4731f12195c918,23,6217 HOMESTEAD WAY,6,6C,1422,484 PETTY THEFT/LICENSE PLATE,2399,38.51342719,-121.4203339
60c37f4f9c4731f12195c919,23,7509 BALFOUR WAY,5,5A,1394,10851(A)VC TAKE VEH W/O OWNER,2404,38.48585582,-121.4817969
60c37f4f9c4731f12195c91a,23,53 MOSSGLEN CIR,3,3C,899,594(B)(2)(A) VANDALISM/ -$400,2999,38.55945974,-121.3825223
60c37f4f9c4731f12195c91b,23,1911 BANDON WAY,1,1B,411,10851(A)VC TAKE VEH W/O OWNER,2404,38.62631527,-121.5054717
60c37f4f9c4731f12195c91c,23,1626 26TH ST,3,3B,768,459 PC  BURGLARY RESIDENCE,2204,38.56726042,-121.4753542
60c37f4f9c4731f12195c91d,23,2357 N MANOR DR,5,5A,1364,459 PC  BURGLARY RESIDENCE,2204,38.49348469,-121.483782
60c37f4f9c4731f12195c91e,23,6001 RIZA AVE,6,6C,1441,TOWED/STORED VEHICLE,7000,38.5057826,-121.4359118
60c37f4f9c4731f12195c91f,0,3410 SHADOW TREE DR,1,1B,401,10851(A)VC TAKE VEH W/O OWNER,2404,38.62852509,-121.5059604
60c37f4f9c4731f12195c920,23,1417 R ST,3,3A,765,11377(A)HS POSS AMPHETAMINES,3572,38.56987859,-121.4910186
60c37f4f9c4731f12195c921,0,22 CADILLAC DR,3,3C,878,10851(A)VC TAKE VEH W/O OWNER,2404,38.57495865,-121.418725
60c37f4f9c4731f12195c922,0,7582 SAN FELICE CIR,5,5A,1396,10851(A)VC TAKE VEH W/O OWNER,2404,38.48354243,-121.4784529
60c37f4f9c4731f12195c923,0,3260 NORDYKE DR,1,1C,418,459 PC  BURGLARY VEHICLE,2299,38.6265063,-121.4764549
60c37f4f9c4731f12195c924,0,741 WESTLITE CIR,4,4C,1263,HARASSMENT - I RPT,7000,38.50026653,-121.5340717
60c37f4f9c4731f12195c925,0,7901 LA RIVIERA DR,3,3C,888,459 PC  BURGLARY VEHICLE,2299,38.55783227,-121.4100658
60c37f4f9c4731f12195c926,0,8711 YOUNGER CREEK DR,6,6C,1427,459 PC  BURGLARY BUSINESS,2203,38.51411577,-121.3794544
60c37f4f9c4731f12195c927,0,1415 30TH ST,3,3C,851,484G(B) PC ACCESS CARD FRAUD,2605,38.56820709,-121.4679847
60c37f4f9c4731f12195c928,0,3124 FAIRFIELD ST,2,2B,543,459 PC  BURGLARY RESIDENCE,2204,38.6242435,-121.4509187
60c37f4f9c4731f12195c929,0,8545 DERLIN WAY,5,5C,1653,NON INJ HR/MAIL OUT REPORT,7000,38.44736484,-121.4263377
60c37f4f9c4731f12195c92a,0,N 7TH ST / N B ST,3,3A,705,FOUND PROPERTY - I RPT,7000,38.5923559,-121.4926811
60c37f4f9c4731f12195c92b,1,2001 POINT WEST WAY,2,2C,626,243.4(E)(1)TOUCH FOR SEX PLEAS,3699,38.60086039,-121.4329623
60c37f4f9c4731f12195c92c,0,3333 32ND ST,6,6A,1031,BURGLARY - I RPT,7000,38.54431922,-121.4731872
60c37f4f9c4731f12195c92d,0,4601 BLACKROCK DR,1,1A,136,459 PC  BURGLARY VEHICLE,2299,38.65733301,-121.4952127
60c37f4f9c4731f12195c92e,0,5948 MEEKS WAY,1,1A,106,1708 US   THEFT OF MAIL,2310,38.68378949,-121.4963494
60c37f4f9c4731f12195c92f,0,549 FRANESI WAY,2,2A,233,487(A) PC GRAND THEFT,2303,38.64634156,-121.4529719
60c37f4f9c4731f12195c930,1,1010 EL CAMINO AVE,2,2C,604,211 PC ROBBERY- BUSINESS,1299,38.61060918,-121.4432894
60c37f4f9c4731f12195c931,0,752 BOWLES ST,2,2B,563,242 PC  BATTERY CIVILIAN,1313,38.61359368,-121.4495378
60c37f4f9c4731f12195c932,1,1373 54TH ST,3,3C,846,594(B)(2)(A)VANDALISM GRAF-400,2999,38.5606351,-121.4391818
60c37f4f9c4731f12195c933,0,6071 71ST ST,6,6C,1403,653M(A) PC OBSCENE/THREAT CALL,5309,38.51651763,-121.4211301
60c37f4f9c4731f12195c934,0,6288 FENNWOOD CT,4,4C,1255,459 PC  BURGLARY VEHICLE,2299,38.51253489,-121.5191978
60c37f4f9c4731f12195c935,1,2526 L ST,3,3B,748,459 PC  BURGLARY RESIDENCE,2204,38.57223488,-121.4732784
60c37f4f9c4731f12195c936,1,21ST ST / H ST,3,3B,727,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.57851802,-121.4776151
60c37f4f9c4731f12195c937,0,NORWOOD AVE / NORWOOD BYP,2,2B,552,TOWED/STORED VEH-14602.6,7000,38.61449911,-121.4569471
60c37f4f9c4731f12195c938,2,2211 MANGRUM AVE,4,4B,1334,247(B) PC SHOOT UNOCC BLDG/VEH,5213,38.50741683,-121.4873157
60c37f4f9c4731f12195c939,2,279 REDWOOD AVE,2,2C,601,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.61040293,-121.4600475
60c37f4f9c4731f12195c93a,2,7511 MANDY DR,5,5B,1399,10851(A)VC TAKE VEH W/O OWNER,2404,38.48467865,-121.4591953
60c37f4f9c4731f12195c93b,2,2500 35TH ST,6,6A,1013,594(B)(2)(A) VANDALISM/ -$400,2999,38.55451604,-121.4674364
60c37f4f9c4731f12195c93c,2,16TH ST / C ST,3,3A,716,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.5857673,-121.4818932
60c37f4f9c4731f12195c93d,2,4417 55TH ST,6,6B,1065,SAFEKEEPING - I RPT,7000,38.53396253,-121.4417791
60c37f4f9c4731f12195c93e,2,707 COMMONS DR,3,3C,876,459 PC  BURGLARY BUSINESS,2203,38.5696461,-121.4156239
60c37f4f9c4731f12195c93f,2,4074 TAYLOR ST,2,2A,233,10851(A)VC TAKE VEH W/O OWNER,2404,38.64268311,-121.4522087
60c37f4f9c4731f12195c940,2,2600 RIO LINDA BLVD,2,2B,563,459 PC  BURGLARY BUSINESS,2203,38.61483626,-121.4458043
60c37f4f9c4731f12195c941,1,6429 VALLEY HI DR,5,5C,1623,245(A)(2) AWDW/FIREARM/CIVILIA,1315,38.46501315,-121.4285745
60c37f4f9c4731f12195c942,2,800 17TH ST,3,3B,736,459 PC  BURGLARY VEHICLE,2299,38.5797628,-121.4833151
60c37f4f9c4731f12195c943,2,3555 AUBURN BLVD,2,2A,509,MISSING PERSON,7000,38.63862878,-121.3815598
60c37f4f9c4731f12195c944,2,2000 K ST,3,3B,746,459 PC  BURGLARY VEHICLE,2299,38.57520727,-121.4802454
60c37f4f9c4731f12195c945,3,6830 ELDER CREEK RD,6,6C,1443,10851(A)VC TAKE VEH W/O OWNER,2404,38.5102751,-121.423683
60c37f4f9c4731f12195c946,2,805 15TH ST,3,3A,735,INTOX REPORT/ADMIN PER - I RPT,7000,38.58033768,-121.4853853
60c37f4f9c4731f12195c947,3,2 KELSO CIR,1,1C,416,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.62677344,-121.4926777
60c37f4f9c4731f12195c948,5,3341 WINTER PARK DR,1,1B,401,242 PC  BATTERY CIVILIAN,1313,38.628906,-121.5044945
60c37f4f9c4731f12195c949,4,RICHARDS BLVD / N 7TH ST,3,3A,702,11350(A)HS POSS CNTRL SUBST,3532,38.59589147,-121.4911584
60c37f4f9c4731f12195c94a,3,2020 DANVERS WAY,5,5A,1502,10851(A)VC TAKE VEH W/O OWNER,2404,38.47692109,-121.4930712
60c37f4f9c4731f12195c94b,4,7740 REENEL WAY,5,5A,1501,451(B) PC ARSON OF INHAB STRUC,2099,38.47638719,-121.5029151
60c37f4f9c4731f12195c94c,3,4417 55TH ST,6,6B,1065,MISSING PERSON,7000,38.53396253,-121.4417791
